Date,State,Latitude,Longitude,Confirmed,Deaths,Recovered,New_Cases,New_Deaths,New_Recovered,Active,Prev_Confirmed,Growth_Rate
2020-03-18,Union Territory of Ladakh,34.2996,78.2932,8.0,0.0,0.0,2,0.0,0,8.0,6.0,0.3333333333333333
2020-03-18,Uttar Pradesh,26.8467,80.9462,16.0,0.0,5.0,1,0.0,0,11.0,15.0,0.06666666666666667
2020-03-18,Uttarakhand,30.0668,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-18,West Bengal,22.9868,87.855,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-19,Andhra Pradesh,15.9129,79.74,2.0,0.0,0.0,1,0.0,0,2.0,1.0,1.0
2020-03-19,Chhattisgarh,21.2787,81.8661,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-19,Delhi,28.7041,77.1025,12.0,1.0,3.0,2,0.0,1,8.0,10.0,0.2
2020-03-19,Haryana,29.0588,76.0856,17.0,0.0,0.0,0,0.0,0,17.0,17.0,0.0
2020-03-19,Karnataka,15.3173,75.7139,14.0,1.0,0.0,3,0.0,0,13.0,11.0,0.2727272727272727
2020-03-19,Kerala,10.8505,76.2711,27.0,0.0,3.0,0,0.0,0,24.0,27.0,0.0
2020-03-19,Maharashtra,19.7515,75.7139,47.0,1.0,0.0,5,0.0,0,46.0,42.0,0.11904761904761904
2020-03-19,Odisha,20.9517,85.0985,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-19,Puducherry,11.9416,79.8083,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-19,Punjab,31.1471,75.3412,2.0,1.0,0.0,1,1.0,0,1.0,1.0,1.0
2020-03-19,Rajasthan,27.0238,74.2179,7.0,0.0,3.0,3,0.0,0,4.0,4.0,0.75
2020-03-19,Tamil Nadu,11.1271,78.6569,2.0,0.0,1.0,1,0.0,1,1.0,1.0,1.0
2020-03-19,Telengana,18.1124,79.0193,6.0,0.0,1.0,0,0.0,0,5.0,6.0,0.0
2020-03-19,Union Territory of Chandigarh,30.7333,76.7794,1.0,0.0,0.0,0,0.0,0,1.0,,0.0
2020-03-19,Union Territory of Jammu and Kashmir,33.7782,76.5762,4.0,0.0,0.0,1,0.0,0,4.0,3.0,0.3333333333333333
2020-03-19,Union Territory of Ladakh,34.2996,78.2932,8.0,0.0,0.0,0,0.0,0,8.0,8.0,0.0
2020-03-19,Uttar Pradesh,26.8467,80.9462,19.0,0.0,9.0,3,0.0,4,10.0,16.0,0.1875
2020-03-19,Uttarakhand,30.0668,79.0193,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-19,West Bengal,22.9868,87.855,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-20,Andhra Pradesh,15.9129,79.74,2.0,0.0,0.0,0,0.0,0,2.0,2.0,0.0
2020-03-20,Chhattisgarh,21.2787,81.8661,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-20,Delhi,28.7041,77.1025,17.0,1.0,3.0,5,0.0,0,13.0,12.0,0.4166666666666667
2020-03-20,Gujarat,22.2587,71.1924,2.0,0.0,0.0,0,0.0,0,2.0,,0.0
2020-03-20,Haryana,29.0588,76.0856,17.0,0.0,0.0,0,0.0,0,17.0,17.0,0.0
2020-03-20,Karnataka,15.3173,75.7139,15.0,1.0,0.0,1,0.0,0,14.0,14.0,0.07142857142857142
2020-03-20,Kerala,10.8505,76.2711,28.0,0.0,3.0,1,0.0,0,25.0,27.0,0.037037037037037035
2020-03-20,Maharashtra,19.7515,75.7139,47.0,1.0,0.0,0,0.0,0,46.0,47.0,0.0
2020-03-20,Odisha,20.9517,85.0985,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-20,Puducherry,11.9416,79.8083,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-20,Punjab,31.1471,75.3412,2.0,1.0,0.0,0,0.0,0,1.0,2.0,0.0
2020-03-20,Rajasthan,27.0238,74.2179,7.0,0.0,3.0,0,0.0,0,4.0,7.0,0.0
2020-03-20,Tamil Nadu,11.1271,78.6569,3.0,0.0,1.0,1,0.0,0,2.0,2.0,0.5
2020-03-20,Telengana,18.1124,79.0193,16.0,0.0,1.0,10,0.0,0,15.0,6.0,1.6666666666666667
2020-03-20,Union Territory of Chandigarh,30.7333,76.7794,1.0,0.0,0.0,0,0.0,0,1.0,1.0,0.0
2020-03-20,Union Territory of Jammu and Kashmir,33.7782,76.5762,4.0,0.0,0.0,0,0.0,0,4.0,4.0,0.0
2020-03-20,Union Territory of Ladakh,34.2996,78.2932,10.0,0.0,0.0,2,0.0,0,10.0,8.0,0.25
